year,month,hour,incident,min_delay,line,season
2023,03,22,General Delay,7,504,Spring
2023,03,00,Emergency Services,10,505,Spring
2023,03,01,Utilized Off Route,10,504,Spring
2023,03,02,Emergency Services,22,505,Spring
2023,03,07,Operations,5,512,Spring
2023,03,07,Operations,13,505,Spring
2023,03,08,Collision - TTC Involved,7,504,Spring
2023,03,09,Operations,10,505,Spring
2023,03,09,Collision - TTC Involved,6,501,Spring
2023,03,10,Mechanical,10,503,Spring
2023,03,11,Operations,13,510,Spring
2023,03,12,Operations,21,504,Spring
2023,03,13,General Delay,22,504,Spring
2023,03,14,Held By,9,506,Spring
2023,03,14,Emergency Services,10,506,Spring
2023,03,15,Collision - TTC Involved,9,503,Spring
2023,03,16,Operations,10,501,Spring
2023,03,16,Emergency Services,24,512,Spring
2023,03,17,Operations,12,506,Spring
2023,03,17,Security,7,501,Spring
2023,03,18,Emergency Services,10,504,Spring
2023,03,18,Operations,9,511,Spring
2023,03,18,Emergency Services,10,511,Spring
2023,03,19,Collision - TTC Involved,10,506,Spring
2023,03,21,Operations,46,501,Spring
2023,03,23,Security,10,510,Spring
2023,03,23,Emergency Services,10,501,Spring
2023,03,00,Security,9,501,Spring
2023,03,00,Emergency Services,28,505,Spring
2023,03,01,Emergency Services,10,505,Spring
2023,03,02,Held By,9,306,Spring
2023,03,05,General Delay,3,501,Spring
2023,03,06,Operations,8,501,Spring
2023,03,07,General Delay,10,505,Spring
2023,03,09,Operations,5,512,Spring
2023,03,09,Cleaning - Unsanitary,10,505,Spring
2023,03,11,General Delay,15,505,Spring
2023,03,12,Mechanical,15,501,Spring
2023,03,12,Mechanical,12,501,Spring
2023,03,14,Operations,27,504,Spring
2023,03,14,Diversion,19,504,Spring
2023,03,14,Security,9,510,Spring
2023,03,14,Operations,6,512,Spring
2023,03,15,General Delay,91,506,Spring
2023,03,18,Mechanical,5,510,Spring
2023,03,19,Held By,48,501,Spring
2023,03,19,General Delay,9,505,Spring
2023,03,19,General Delay,7,505,Spring
2023,03,19,Diversion,30,501,Spring
2023,03,19,Emergency Services,10,504,Spring
2023,03,20,Cleaning - Unsanitary,10,505,Spring
2023,03,21,General Delay,7,509,Spring
2023,03,22,General Delay,13,505,Spring
2023,03,23,Emergency Services,10,501,Spring
2023,03,00,Security,10,505,Spring
2023,03,01,Security,10,504,Spring
2023,03,05,Operations,5,504,Spring
2023,03,06,Emergency Services,6,501,Spring
2023,03,08,Collision - TTC Involved,6,501,Spring
2023,03,09,Operations,7,501,Spring
2023,03,10,Diversion,6,505,Spring
2023,03,10,Mechanical,8,504,Spring
2023,03,13,Collision - TTC Involved,10,506,Spring
2023,03,13,Collision - TTC Involved,10,506,Spring
2023,03,13,Mechanical,8,504,Spring
2023,03,13,Operations,10,504,Spring
2023,03,15,Cleaning - Unsanitary,6,501,Spring
2023,03,15,Diversion,28,505,Spring
2023,03,15,Emergency Services,6,501,Spring
2023,03,15,Cleaning - Unsanitary,6,501,Spring
2023,03,16,Security,5,510,Spring
2023,03,16,Investigation,6,501,Spring
2023,03,16,General Delay,6,501,Spring
2023,03,16,General Delay,20,501,Spring
2023,03,16,General Delay,20,504,Spring
2023,03,16,Diversion,30,506,Spring
2023,03,17,Mechanical,10,506,Spring
2023,03,18,Security,15,501,Spring
2023,03,18,Security,39,501,Spring
2023,03,19,Collision - TTC Involved,36,506,Spring
2023,03,20,General Delay,9,509,Spring
2023,03,20,Cleaning - Unsanitary,10,504,Spring
2023,03,21,General Delay,8,504,Spring
2023,03,21,Held By,10,505,Spring
2023,03,22,Cleaning - Unsanitary,10,501,Spring
2023,03,22,Held By,6,504,Spring
2023,03,22,Held By,3,504,Spring
2023,03,00,Held By,10,505,Spring
2023,03,00,Diversion,42,506,Spring
2023,03,01,Security,23,510,Spring
2023,03,05,Cleaning - Unsanitary,7,501,Spring
2023,03,05,Diversion,22,501,Spring
2023,03,05,Mechanical,5,504,Spring
2023,03,06,Mechanical,10,505,Spring
2023,03,06,Operations,9,509,Spring
2023,03,07,Operations,8,509,Spring
2023,03,10,Mechanical,8,501,Spring
2023,03,10,Cleaning - Unsanitary,7,501,Spring
2023,03,11,Held By,37,501,Spring
2023,03,12,Held By,7,506,Spring
2023,03,13,Emergency Services,5,504,Spring
2023,03,13,Mechanical,8,501,Spring
2023,03,14,Security,25,501,Spring
2023,03,14,Operations,24,510,Spring
2023,03,14,Security,8,509,Spring
2023,03,15,Investigation,6,501,Spring
2023,03,15,General Delay,12,512,Spring
2023,03,16,General Delay,11,512,Spring
2023,03,16,General Delay,6,501,Spring
2023,03,16,General Delay,9,512,Spring
2023,03,17,General Delay,9,512,Spring
2023,03,17,Security,10,505,Spring
2023,03,19,Cleaning - Unsanitary,10,505,Spring
2023,03,19,General Delay,18,505,Spring
2023,03,23,Operations,26,506,Spring
2023,03,23,Security,10,509,Spring
2023,03,00,Held By,14,504,Spring
2023,03,00,Cleaning - Unsanitary,9,501,Spring
2023,03,00,Emergency Services,10,501,Spring
2023,03,02,Collision - TTC Involved,25,504,Spring
2023,03,02,Held By,25,504,Spring
2023,03,02,Held By,25,504,Spring
2023,03,03,Operations,10,510,Spring
2023,03,05,Security,5,505,Spring
2023,03,06,Security,10,504,Spring
2023,03,06,Mechanical,10,511,Spring
2023,03,08,Investigation,8,501,Spring
2023,03,08,Emergency Services,16,505,Spring
2023,03,09,Held By,16,504,Spring
2023,03,09,Security,10,511,Spring
2023,03,10,Held By,40,501,Spring
2023,03,10,Collision - TTC Involved,10,506,Spring
2023,03,12,Security,31,505,Spring
2023,03,13,General Delay,10,505,Spring
2023,03,14,Late Entering Service,10,509,Spring
2023,03,14,Held By,12,505,Spring
2023,03,15,Held By,14,504,Spring
2023,03,15,Held By,14,504,Spring
2023,03,15,Collision - TTC Involved,6,501,Spring
2023,03,16,Security,21,510,Spring
2023,03,17,Held By,61,505,Spring
2023,03,17,Held By,61,505,Spring
2023,03,19,Held By,6,505,Spring
2023,03,19,Held By,7,511,Spring
2023,03,19,Held By,23,504,Spring
2023,03,20,Held By,53,506,Spring
2023,03,20,General Delay,22,505,Spring
2023,03,21,Emergency Services,27,510,Spring
2023,03,22,Emergency Services,10,505,Spring
2023,03,22,Cleaning - Unsanitary,6,509,Spring
2023,03,22,Cleaning - Unsanitary,10,509,Spring
2023,03,23,Collision - TTC Involved,8,506,Spring
2023,03,23,Mechanical,10,501,Spring
2023,03,23,General Delay,10,510,Spring
2023,03,00,Cleaning - Unsanitary,10,505,Spring
2023,03,01,Held By,12,510,Spring
2023,03,01,Held By,4,510,Spring
2023,03,01,Diversion,50,505,Spring
2023,03,01,Collision - TTC Involved,18,504,Spring
2023,03,03,Cleaning - Unsanitary,3,510,Spring
2023,03,06,Emergency Services,8,504,Spring
2023,03,07,General Delay,39,504,Spring
2023,03,08,Mechanical,10,501,Spring
2023,03,08,Operations,6,501,Spring
2023,03,08,Operations,10,505,Spring
2023,03,10,Collision - TTC Involved,8,512,Spring
2023,03,10,Mechanical,8,506,Spring
2023,03,12,Held By,10,504,Spring
2023,03,12,Investigation,7,501,Spring
2023,03,13,Operations,6,504,Spring
2023,03,13,Operations,10,505,Spring
2023,03,13,Collision - TTC Involved,7,501,Spring
2023,03,14,Held By,5,505,Spring
2023,03,14,Security,10,511,Spring
2023,03,15,General Delay,9,510,Spring
2023,03,18,Cleaning - Unsanitary,3,510,Spring
2023,03,19,Emergency Services,38,510,Spring
2023,03,19,Mechanical,10,504,Spring
2023,03,22,Utilized Off Route,10,504,Spring
2023,03,00,Utilized Off Route,10,504,Spring
2023,03,00,Security,11,501,Spring
2023,03,03,Emergency Services,10,510,Spring
2023,03,04,General Delay,9,510,Spring
2023,03,04,Mechanical,9,510,Spring
2023,03,04,Held By,6,512,Spring
2023,03,09,Mechanical,6,501,Spring
2023,03,13,Mechanical,9,503,Spring
2023,03,15,Held By,10,506,Spring
2023,03,15,Mechanical,5,504,Spring
2023,03,15,Mechanical,9,506,Spring
2023,03,16,Mechanical,6,501,Spring
2023,03,17,Emergency Services,6,501,Spring
2023,03,20,Mechanical,8,501,Spring
2023,03,21,Security,10,505,Spring
2023,03,21,Operations,10,501,Spring
2023,03,22,Operations,10,512,Spring
2023,03,23,General Delay,18,501,Spring
2023,03,00,Cleaning - Unsanitary,10,505,Spring
2023,03,00,Mechanical,10,504,Spring
2023,03,01,Mechanical,10,501,Spring
2023,03,02,Cleaning - Unsanitary,30,506,Spring
2023,03,07,Cleaning - Unsanitary,8,503,Spring
2023,03,08,Diversion,73,512,Spring
2023,03,09,General Delay,25,504,Spring
2023,03,11,Emergency Services,12,501,Spring
2023,03,11,Collision - TTC Involved,7,504,Spring
2023,03,12,Emergency Services,9,511,Spring
2023,03,12,Held By,9,511,Spring
2023,03,12,Utilized Off Route,7,501,Spring
2023,03,13,Security,13,504,Spring
2023,03,13,Operations,11,501,Spring
2023,03,13,General Delay,7,512,Spring
2023,03,14,Mechanical,5,504,Spring
2023,03,14,General Delay,9,505,Spring
2023,03,14,Held By,9,506,Spring
2023,03,14,Mechanical,5,504,Spring
2023,03,15,General Delay,14,510,Spring
2023,03,17,Emergency Services,23,509,Spring
2023,03,17,Utilized Off Route,5,504,Spring
2023,03,17,Held By,22,510,Spring
2023,03,18,Collision - TTC Involved,42,501,Spring
2023,03,18,Security,9,506,Spring
2023,03,20,Security,34,506,Spring
2023,03,21,Mechanical,10,501,Spring
2023,03,00,General Delay,15,504,Spring
2023,03,00,General Delay,15,501,Spring
2023,03,00,General Delay,17,504,Spring
2023,03,00,Security,7,506,Spring
2023,03,00,Mechanical,10,501,Spring
2023,03,01,Security,10,501,Spring
2023,03,05,General Delay,10,512,Spring
2023,03,05,Collision - TTC Involved,30,501,Spring
2023,03,05,Mechanical,4,501,Spring
2023,03,06,Mechanical,4,504,Spring
2023,03,07,Operations,11,509,Spring
2023,03,07,Diversion,9,511,Spring
2023,03,09,Emergency Services,9,506,Spring
2023,03,10,Operations,6,512,Spring
2023,03,11,General Delay,6,512,Spring
2023,03,11,Cleaning - Unsanitary,10,510,Spring
2023,03,12,Security,10,504,Spring
2023,03,12,Mechanical,6,512,Spring
2023,03,13,Held By,11,505,Spring
2023,03,14,Mechanical,6,501,Spring
2023,03,15,Held By,16,501,Spring
2023,03,16,Mechanical,6,501,Spring
2023,03,16,General Delay,15,505,Spring
2023,03,17,Collision - TTC Involved,82,506,Spring
2023,03,17,Diversion,82,506,Spring
2023,03,17,Mechanical,10,504,Spring
2023,03,17,General Delay,21,510,Spring
2023,03,18,Mechanical,6,501,Spring
2023,03,18,Diversion,15,510,Spring
2023,03,18,General Delay,29,501,Spring
2023,03,18,Security,5,501,Spring
2023,03,20,General Delay,8,505,Spring
2023,03,20,Operations,8,512,Spring
2023,03,20,Diversion,66,511,Spring
2023,03,21,Collision - TTC Involved,57,506,Spring
2023,03,21,Cleaning - Unsanitary,9,511,Spring
2023,03,22,General Delay,17,501,Spring
2023,03,23,Security,9,506,Spring
2023,03,00,Security,10,510,Spring
2023,03,00,Security,10,510,Spring
2023,03,05,Security,15,506,Spring
2023,03,07,General Delay,8,509,Spring
2023,03,09,Cleaning - Unsanitary,10,505,Spring
2023,03,10,Investigation,7,504,Spring
2023,03,11,Collision - TTC Involved,10,503,Spring
2023,03,11,General Delay,10,505,Spring
2023,03,12,Emergency Services,7,501,Spring
2023,03,12,Operations,7,504,Spring
2023,03,12,Operations,7,504,Spring
2023,03,12,Held By,80,501,Spring
2023,03,13,Emergency Services,10,505,Spring
2023,03,13,Cleaning - Unsanitary,10,504,Spring
2023,03,14,General Delay,11,505,Spring
2023,03,15,Emergency Services,99,501,Spring
2023,03,15,Operations,10,510,Spring
2023,03,18,Mechanical,6,501,Spring
2023,03,18,Security,6,501,Spring
2023,03,19,Emergency Services,9,511,Spring
2023,03,21,Security,20,510,Spring
2023,03,22,Operations,10,510,Spring
2023,03,23,Mechanical,10,504,Spring
2023,03,23,Mechanical,10,504,Spring
2023,03,02,Security,20,501,Spring
2023,03,03,Cleaning - Unsanitary,10,504,Spring
2023,03,07,Mechanical,12,501,Spring
2023,03,07,Mechanical,5,504,Spring
2023,03,09,Held By,9,506,Spring
2023,03,09,Mechanical,7,504,Spring
2023,03,12,Cleaning - Unsanitary,6,506,Spring
2023,03,13,Emergency Services,24,501,Spring
2023,03,13,Operations,32,512,Spring
2023,03,14,Operations,12,501,Spring
2023,03,14,Utilized Off Route,8,501,Spring
2023,03,14,Cleaning - Unsanitary,6,501,Spring
2023,03,14,Collision - TTC Involved,8,501,Spring
2023,03,15,Investigation,7,504,Spring
2023,03,15,Mechanical,6,501,Spring
2023,03,16,Mechanical,5,504,Spring
2023,03,17,General Delay,26,504,Spring
2023,03,18,Mechanical,9,509,Spring
2023,03,18,Operations,11,501,Spring
2023,03,19,Operations,9,505,Spring
2023,03,20,Emergency Services,24,501,Spring
2023,03,20,Operations,8,504,Spring
2023,03,20,Security,28,505,Spring
2023,03,21,Security,10,512,Spring
2023,03,22,General Delay,17,506,Spring
2023,03,22,Security,14,510,Spring
2023,03,23,Emergency Services,10,506,Spring
2023,03,23,Investigation,10,506,Spring
2023,03,00,Diversion,20,501,Spring
2023,03,01,Emergency Services,10,505,Spring
2023,03,04,Security,30,304,Spring
2023,03,04,Security,30,301,Spring
2023,03,05,Security,10,506,Spring
2023,03,07,Operations,10,501,Spring
2023,03,11,Emergency Services,16,512,Spring
2023,03,12,Collision - TTC Involved,6,501,Spring
2023,03,13,Operations,6,501,Spring
2023,03,13,Utilized Off Route,6,504,Spring
2023,03,15,Emergency Services,15,505,Spring
2023,03,15,Held By,9,506,Spring
2023,03,15,Cleaning - Unsanitary,10,501,Spring
2023,03,16,Mechanical,7,511,Spring
2023,03,17,Cleaning - Unsanitary,6,501,Spring
2023,03,18,Mechanical,6,504,Spring
2023,03,19,Mechanical,10,501,Spring
2023,03,19,General Delay,6,510,Spring
2023,03,20,Cleaning - Unsanitary,10,505,Spring
2023,03,21,Security,10,505,Spring
2023,03,22,General Delay,12,505,Spring
2023,03,23,General Delay,9,512,Spring
2023,03,23,Security,10,506,Spring
2023,03,00,Security,10,501,Spring
2023,03,00,Diversion,10,509,Spring
2023,03,00,Security,10,505,Spring
2023,03,00,Utilized Off Route,10,506,Spring
2023,03,00,Emergency Services,10,505,Spring
2023,03,01,Cleaning - Unsanitary,8,510,Spring
2023,03,02,Investigation,10,504,Spring
2023,03,03,Operations,28,306,Spring
2023,03,03,Investigation,30,310,Spring
2023,03,06,General Delay,10,506,Spring
2023,03,06,General Delay,10,506,Spring
2023,03,07,General Delay,10,506,Spring
2023,03,08,General Delay,10,506,Spring
2023,03,10,Operations,9,506,Spring
2023,03,11,General Delay,10,506,Spring
2023,03,11,Emergency Services,25,510,Spring
2023,03,12,General Delay,9,506,Spring
2023,03,12,Cleaning - Unsanitary,7,501,Spring
2023,03,12,General Delay,10,506,Spring
2023,03,12,Held By,20,505,Spring
2023,03,13,Diversion,25,506,Spring
2023,03,13,Collision - TTC Involved,21,505,Spring
2023,03,14,Diversion,13,505,Spring
2023,03,15,General Delay,9,512,Spring
2023,03,15,Cleaning - Unsanitary,10,505,Spring
2023,03,17,Operations,9,506,Spring
2023,03,18,Collision - TTC Involved,79,504,Spring
2023,03,18,Operations,10,506,Spring
2023,03,19,Diversion,50,505,Spring
2023,03,19,Utilized Off Route,10,501,Spring
2023,03,19,Utilized Off Route,10,501,Spring
2023,03,20,Mechanical,10,509,Spring
2023,03,20,Mechanical,10,501,Spring
2023,03,21,Operations,10,506,Spring
2023,03,21,General Delay,15,501,Spring
2023,03,21,Cleaning - Unsanitary,10,505,Spring
2023,03,23,Mechanical,10,501,Spring
2023,03,23,Utilized Off Route,10,511,Spring
2023,03,23,Operations,10,504,Spring
2023,03,23,Security,10,506,Spring
2023,03,23,Security,49,504,Spring
2023,03,00,Utilized Off Route,10,504,Spring
2023,03,05,Rail/Switches,30,310,Spring
2023,03,05,Rail/Switches,37,510,Spring
2023,03,06,General Delay,11,512,Spring
2023,03,06,General Delay,16,512,Spring
2023,03,07,Mechanical,6,501,Spring
2023,03,07,Emergency Services,20,504,Spring
2023,03,10,Cleaning - Unsanitary,7,504,Spring
2023,03,10,Operations,17,512,Spring
2023,03,12,Operations,4,510,Spring
2023,03,14,Investigation,31,504,Spring
2023,03,15,General Delay,10,512,Spring
2023,03,16,Security,12,511,Spring
2023,03,16,Operations,10,510,Spring
2023,03,17,Cleaning - Unsanitary,10,506,Spring
2023,03,18,Emergency Services,34,501,Spring
2023,03,19,Security,10,505,Spring
2023,03,20,Operations,9,512,Spring
2023,03,21,Mechanical,10,501,Spring
2023,03,21,Security,8,509,Spring
2023,03,22,Operations,15,501,Spring
2023,03,23,Emergency Services,32,512,Spring
2023,03,23,Investigation,10,512,Spring
2023,03,00,Operations,20,504,Spring
2023,03,00,Utilized Off Route,10,504,Spring
2023,03,01,Operations,10,504,Spring
2023,03,01,Held By,10,501,Spring
2023,03,02,Operations,15,504,Spring
2023,03,06,Diversion,7,509,Spring
2023,03,06,Security,17,509,Spring
2023,03,06,Security,15,510,Spring
2023,03,06,Diversion,15,510,Spring
2023,03,09,Emergency Services,5,510,Spring
2023,03,10,General Delay,10,505,Spring
2023,03,10,Security,7,501,Spring
2023,03,10,Operations,10,505,Spring
2023,03,15,Cleaning - Unsanitary,10,504,Spring
2023,03,15,Cleaning - Unsanitary,10,504,Spring
2023,03,15,Investigation,5,505,Spring
2023,03,16,Operations,5,505,Spring
2023,03,19,Cleaning - Unsanitary,9,506,Spring
2023,03,19,Mechanical,8,501,Spring
2023,03,21,Operations,26,501,Spring
2023,03,21,Emergency Services,28,501,Spring
2023,03,22,Emergency Services,6,506,Spring
2023,03,23,Cleaning - Unsanitary,10,501,Spring
2023,03,23,Operations,18,509,Spring
2023,03,00,Operations,15,510,Spring
2023,03,00,Security,20,501,Spring
2023,03,09,Operations,16,505,Spring
2023,03,09,Operations,13,512,Spring
2023,03,10,Cleaning - Unsanitary,7,501,Spring
2023,03,13,Diversion,13,505,Spring
2023,03,14,Diversion,30,501,Spring
2023,03,14,Emergency Services,19,512,Spring
2023,03,14,Collision - TTC Involved,5,504,Spring
2023,03,15,General Delay,10,505,Spring
2023,03,16,Mechanical,8,501,Spring
2023,03,16,Collision - TTC Involved,10,505,Spring
2023,03,17,Held By,10,505,Spring
2023,03,17,Security,10,505,Spring
2023,03,17,Mechanical,9,501,Spring
2023,03,19,Security,10,504,Spring
2023,03,19,Mechanical,8,501,Spring
2023,03,19,Mechanical,9,506,Spring
2023,03,21,Operations,29,506,Spring
2023,03,21,Collision - TTC Involved,50,506,Spring
2023,03,23,Operations,15,504,Spring
2023,03,23,Held By,8,501,Spring
2023,03,23,Investigation,10,505,Spring
2023,03,23,Mechanical,10,501,Spring
2023,03,23,Held By,10,505,Spring
2023,03,00,Operations,33,506,Spring
2023,03,00,Utilized Off Route,10,504,Spring
2023,03,00,Utilized Off Route,10,504,Spring
2023,03,00,Operations,25,501,Spring
2023,03,01,Security,23,505,Spring
2023,03,01,Cleaning - Unsanitary,20,505,Spring
2023,03,04,General Delay,30,301,Spring
2023,03,06,Operations,8,501,Spring
2023,03,07,Operations,21,512,Spring
2023,03,07,Operations,12,509,Spring
2023,03,07,Cleaning - Unsanitary,10,505,Spring
2023,03,08,Operations,10,505,Spring
2023,03,09,Security,8,501,Spring
2023,03,13,Mechanical,79,512,Spring
2023,03,14,Operations,10,504,Spring
2023,03,14,Collision - TTC Involved,10,503,Spring
2023,03,15,General Delay,18,501,Spring
2023,03,16,Security,10,505,Spring
2023,03,17,Mechanical,6,501,Spring
2023,03,17,Security,8,509,Spring
2023,03,17,Cleaning - Unsanitary,10,504,Spring
2023,03,18,Emergency Services,10,510,Spring
2023,03,18,Cleaning - Unsanitary,10,510,Spring
2023,03,19,Security,9,506,Spring
2023,03,20,Operations,14,501,Spring
2023,03,21,Operations,20,505,Spring
2023,03,21,Security,10,501,Spring
2023,03,21,Security,10,510,Spring
2023,03,21,Operations,10,504,Spring
2023,03,21,Operations,21,501,Spring
2023,03,23,Mechanical,10,501,Spring
2023,03,23,Operations,68,506,Spring
2023,03,23,Operations,10,505,Spring
2023,03,23,Diversion,67,504,Spring
2023,03,23,Diversion,62,511,Spring
2023,03,06,Operations,5,504,Spring
2023,03,06,Mechanical,7,501,Spring
2023,03,09,Collision - TTC Involved,7,504,Spring
2023,03,10,Emergency Services,7,501,Spring
2023,03,10,Held By,8,506,Spring
2023,03,11,Security,8,510,Spring
2023,03,11,Security,8,501,Spring
2023,03,12,Mechanical,10,504,Spring
2023,03,14,Operations,20,510,Spring
2023,03,15,Operations,6,512,Spring
2023,03,15,Cleaning - Unsanitary,10,505,Spring
2023,03,16,Late Entering Service,8,509,Spring
2023,03,17,Overhead,9,506,Spring
2023,03,17,Cleaning - Unsanitary,10,505,Spring
2023,03,18,Security,16,501,Spring
2023,03,19,Operations,5,504,Spring
2023,03,19,Security,11,505,Spring
2023,03,19,Operations,10,505,Spring
2023,03,19,General Delay,8,504,Spring
2023,03,20,General Delay,8,504,Spring
2023,03,21,Emergency Services,45,510,Spring
2023,03,22,General Delay,11,512,Spring
2023,03,23,Cleaning - Unsanitary,10,504,Spring
2023,03,02,Emergency Services,5,501,Spring
2023,03,02,General Delay,10,504,Spring
2023,03,06,Cleaning - Unsanitary,10,501,Spring
2023,03,09,Mechanical,9,511,Spring
2023,03,09,Collision - TTC Involved,10,501,Spring
2023,03,10,General Delay,10,506,Spring
2023,03,11,General Delay,9,506,Spring
2023,03,11,Mechanical,4,512,Spring
2023,03,11,Emergency Services,24,512,Spring
2023,03,11,General Delay,8,506,Spring
2023,03,12,General Delay,7,511,Spring
2023,03,13,General Delay,15,506,Spring
2023,03,14,General Delay,9,506,Spring
2023,03,14,Mechanical,6,501,Spring
2023,03,15,General Delay,7,511,Spring
2023,03,15,Held By,10,501,Spring
2023,03,16,Held By,10,506,Spring
2023,03,19,Cleaning - Unsanitary,10,506,Spring
2023,03,19,General Delay,14,510,Spring
2023,03,19,Operations,10,512,Spring
2023,03,19,Operations,9,512,Spring
2023,03,21,Operations,9,512,Spring
2023,03,21,Utilized Off Route,10,504,Spring
2023,03,21,General Delay,10,510,Spring
2023,03,22,Operations,13,512,Spring
2023,03,00,Cleaning - Unsanitary,10,506,Spring
2023,03,01,Operations,15,512,Spring
2023,03,01,Emergency Services,20,509,Spring
2023,03,06,Operations,10,504,Spring
2023,03,07,Security,5,505,Spring
2023,03,08,Diversion,68,505,Spring
2023,03,08,Diversion,13,506,Spring
2023,03,08,General Delay,11,504,Spring
2023,03,10,Investigation,6,509,Spring
2023,03,10,General Delay,15,509,Spring
2023,03,10,Operations,9,505,Spring
2023,03,11,Emergency Services,31,506,Spring
2023,03,11,Operations,10,512,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,13,General Delay,7,501,Spring
2023,03,14,General Delay,7,501,Spring
2023,03,14,General Delay,7,501,Spring
2023,03,14,Emergency Services,30,505,Spring
2023,03,14,General Delay,7,501,Spring
2023,03,14,General Delay,9,510,Spring
2023,03,15,Mechanical,9,510,Spring
2023,03,16,General Delay,10,504,Spring
2023,03,16,General Delay,7,501,Spring
2023,03,16,Mechanical,7,501,Spring
2023,03,17,General Delay,10,504,Spring
2023,03,18,Security,7,5101,Spring
2023,03,18,Held By,12,509,Spring
2023,03,18,Operations,9,510,Spring
2023,03,20,Held By,4,506,Spring
2023,03,21,Held By,10,501,Spring
2023,03,22,Cleaning - Unsanitary,6,540,Spring
2023,03,22,Mechanical,10,501,Spring
2023,03,00,Cleaning - Unsanitary,10,509,Spring
2023,03,01,Cleaning - Unsanitary,9,505,Spring
2023,03,05,Operations,8,504,Spring
2023,03,08,Mechanical,7,501,Spring
2023,03,09,Operations,8,501,Spring
2023,03,10,Mechanical,8,501,Spring
2023,03,10,Security,8,510,Spring
2023,03,10,Security,10,505,Spring
2023,03,11,Investigation,17,506,Spring
2023,03,11,Operations,9,506,Spring
2023,03,13,Cleaning - Unsanitary,10,505,Spring
2023,03,13,General Delay,20,512,Spring
2023,03,15,Operations,6,501,Spring
2023,03,15,General Delay,16,505,Spring
2023,03,15,Diversion,50,501,Spring
2023,03,16,General Delay,12,512,Spring
2023,03,16,Utilized Off Route,8,504,Spring
2023,03,16,Utilized Off Route,6,501,Spring
2023,03,16,General Delay,13,512,Spring
2023,03,17,Utilized Off Route,6,501,Spring
2023,03,17,General Delay,17,512,Spring
2023,03,18,Cleaning - Unsanitary,9,506,Spring
2023,03,19,Security,9,506,Spring
2023,03,20,Security,10,510,Spring
2023,03,20,Held By,9,506,Spring
2023,03,21,Cleaning - Unsanitary,7,501,Spring
2023,03,21,Security,10,501,Spring
2023,03,21,Security,9,511,Spring
2023,03,23,Emergency Services,10,504,Spring
2023,03,00,General Delay,10,509,Spring
2023,03,00,General Delay,25,504,Spring
2023,03,04,Mechanical,8,504,Spring
2023,03,06,Emergency Services,8,504,Spring
2023,03,06,General Delay,8,504,Spring
2023,03,08,Collision - TTC Involved,10,504,Spring
2023,03,09,Security,9,501,Spring
2023,03,09,Operations,10,504,Spring
2023,03,10,Mechanical,8,501,Spring
2023,03,10,Emergency Services,10,504,Spring
2023,03,11,Cleaning - Unsanitary,10,504,Spring
2023,03,13,Operations,10,504,Spring
2023,03,14,Operations,6,504,Spring
2023,03,14,Mechanical,6,501,Spring
2023,03,15,Emergency Services,10,505,Spring
2023,03,15,General Delay,9,512,Spring
2023,03,16,Operations,12,512,Spring
2023,03,16,Operations,12,505,Spring
2023,03,16,General Delay,11,512,Spring
2023,03,18,Security,9,506,Spring
2023,03,18,Investigation,7,512,Spring
2023,03,19,Security,10,505,Spring
2023,03,21,Security,8,506,Spring
2023,03,21,Emergency Services,7,501,Spring
2023,03,22,Collision - TTC Involved,10,505,Spring
2023,03,22,Mechanical,10,501,Spring
2023,03,23,Utilized Off Route,10,501,Spring
2023,03,23,Security,9,506,Spring
2023,03,00,Cleaning - Unsanitary,10,505,Spring
2023,03,06,Operations,9,501,Spring
2023,03,07,Utilized Off Route,6,501,Spring
2023,03,07,Utilized Off Route,8,504,Spring
2023,03,07,General Delay,9,509,Spring
2023,03,08,Operations,9,506,Spring
2023,03,09,Mechanical,8,501,Spring
2023,03,09,Mechanical,5,504,Spring
2023,03,09,General Delay,10,504,Spring
2023,03,09,Operations,10,506,Spring
2023,03,09,Operations,10,504,Spring
2023,03,09,Cleaning - Unsanitary,8,501,Spring
2023,03,09,Operations,8,505,Spring
2023,03,10,Operations,10,504,Spring
2023,03,11,Security,9,501,Spring
2023,03,12,Collision - TTC Involved,32,506,Spring
2023,03,12,Operations,10,504,Spring
2023,03,12,Operations,8,501,Spring
2023,03,12,Operations,10,509,Spring
2023,03,14,Late Entering Service,6,512,Spring
2023,03,14,Late Entering Service,16,501,Spring
2023,03,15,Investigation,19,504,Spring
2023,03,15,Held By,15,501,Spring
2023,03,16,Operations,10,512,Spring
2023,03,16,Investigation,20,504,Spring
2023,03,16,General Delay,28,501,Spring
2023,03,18,Collision - TTC Involved,10,504,Spring
2023,03,19,Security,18,501,Spring
2023,03,21,Security,9,501,Spring
2023,03,22,Emergency Services,19,504,Spring
2023,03,23,Security,12,510,Spring
2023,03,00,Security,10,504,Spring
2023,03,00,Held By,10,504,Spring
2023,03,03,Operations,10,501,Spring
2023,03,04,Mechanical,24,512,Spring
2023,03,05,General Delay,10,505,Spring
2023,03,05,Operations,5,505,Spring
2023,03,07,Late Entering Service,6,505,Spring
2023,03,07,Mechanical,6,501,Spring
